,key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo,Date task done,Man hour,Strategy
3408,5721-PU-517|02-05-03,"Cambio de aceite, depurar el aceite usado de la caja de rodamientos, limpiar con un solvente adecuado, llenar con el nuevo aceite hasta la mirilla de nivel. El primer cambio realizarse después de 3 semanas de puesta en marcha el equipo, los cambios subsiguientes serán a una frecuencia de 6 meses (4000H). Emplear aceite ISO VG68 (Mobil DTE 10 Excel 68).: Cambio de aceite, depurar el aceite usado de la caja de rodamientos, limpiar con un solvente adecuado, llenar con el nuevo aceite hasta la mirilla de nivel. El primer cambio realizarse después de 3 semanas de puesta en marcha el equipo, los cambios subsiguientes serán a una frecuencia de 6 meses (4000H). Emplear aceite ISO VG68 (Mobil DTE 10 Excel 68).",LUBR,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3409,5721-PU-517|02-06-01,"Cambio de sello mecánico. desmontar el eje de la bomba desde el lado de la caja de rodamientos, desmontar las tapas y la carcasa, desmontar el sello mecánico, verificar el desgaste de la camiseta (reemplazarla de ser necesario), reemplazar el componente, montar el impulsor sobre el eje, montar la caja de rodamientos y asegurar la carcasa.",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
3410,5721-PU-517|02-07-01,"Cambiar los elementos de unión como pernos, chavetas, pasadores, etc. De presentarse estiramiento, o deformación por esfuerzos de compresión, tracción o cizallamiento.",PREV,TEC-MEC,DET,0.5,2,8000.0,H,2021-04-01,1.0,8000H
3411,5612-XM-509|01-01-01,Lubricación de puntos de engrase en brazo.,LUBR,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3412,5612-XM-509|01-01-02,Lubricación de juntas articuladas.,LUBR,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3413,5612-XM-509|01-01-03,Lubricación de los puntos pivotes del cilindro de resorte.,LUBR,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3414,5612-XM-509|01-01-04,Inspección de O 'ring y limpieza de juntas articuladas.,INSP,TEC-MEC,DET,2.5,2,8000.0,H,2021-04-01,5.0,8000H
3415,5612-XM-509|01-01-05,Inspección del estado del cilindro de resorte.,INSP,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
3416,5612-XM-509|01-01-06,Inspeccion de pernos de anclaje (después de comisionamiento).,INSP,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3417,5612-XM-509|01-01-07,Inspección de tuberías por presencia de daños y fugas.,INSP,TEC-MEC,MAR,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3418,5612-XM-509|01-01-08,Inspección de acopladores por daños o fugas.,INSP,TEC-MEC,MAR,2.0,1,8000.0,H,2021-04-01,2.0,8000H
3419,5612-XM-509|01-01-09,Inspección de temperatura en todas las articulaciones.,PREV,TEC-MEC,DET,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3420,5612-XM-509|01-01-10,Cambio de sellos de válvulas de carga.,PREV,TEC-MEC,DET,2.5,2,8000.0,H,2021-04-01,5.0,8000H
3421,5612-XM-509|01-01-12,Pintador con pintura epóxica anticorrosiva.,PREV,TEC-MEC,DET,5.0,2,8000.0,H,2021-04-01,10.0,8000H
3422,5561-FL-505|01-01-01,Limpieza interior de tuberias y cambio de sellos.,PREV,TEC-MEC,DET,2.0,2,1000.0,H,2021-04-01,4.0,1000H
3423,5561-FL-505|01-01-02,Inspeccionar el estado de las valvulas de reflujo por la presencia de fugas.,INSP,TEC-MEC,MAR,1.0,1,1000.0,H,2021-04-01,1.0,1000H
3424,5561-FL-505|01-01-03,Limpieza de valvula de alivio.,PREV,TEC-MEC,DET,1.5,2,1000.0,H,2021-04-01,3.0,1000H
3425,5561-FL-505|01-02-01,Inspeccion de presión de entrada y salida en filtros.,INSP,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
3426,5561-FL-505|01-02-02,Inspeccion de controlador de retrolavado.,INSP,TEC-MEC,MAR,1.0,2,660.0,H,2021-04-01,2.0,660H
3427,5561-FL-505|01-02-03,Inspeccion del estado de las abrazaderas en los filtros.,INSP,TEC-MEC,MAR,0.5,2,1000.0,H,2021-04-01,1.0,1000H
3428,5561-FL-505|01-02-04,Cambio de discos de filtrado.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3429,5561-FL-505|01-02-05,Cambio de resortes en los discos de filtrado.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3430,5561-FL-505|01-02-06,Cambio de ensamble de filtros.,PREV,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3431,5561-FL-505|01-02-07,Mantenimiento de válvulas de ingreso a filtro.,PREV,TEC-MEC,DET,6.0,2,4000.0,H,2021-04-01,12.0,4000H
3432,5561-FL-505|01-02-08,Mantenimiento de válvulas de retrolavado.,PREV,TEC-MEC,DET,6.0,2,4000.0,H,2021-04-01,12.0,4000H
3433,5121-XM-521|01-01-01,"Limpieza de los O´ring de sellado de valvula, usar una capa ligera de grasa.",PREV,TEC-MEC,DET,2.0,1,1000.0,H,2021-04-01,2.0,1000H
3434,5121-XM-521|01-01-02,"Inspeccionar por cortes, fisuras o deterioro en los O,rings de sellado.",INSP,TEC-MEC,DET,1.0,1,1000.0,H,2021-04-01,1.0,1000H
3435,5121-XM-521|01-01-03,Limpiar el interior de la trampa aplicando una ligera capa de grasa.,PREV,TEC-MEC,DET,2.5,2,4000.0,H,2021-04-01,5.0,4000H
3436,5121-XM-521|01-01-04,Lubricar todos los puntos de bisagra en el anillo de sujeción.,LUBR,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3437,5121-XM-521|01-01-05,Inspeccionar los cojinetes de las visagras por desgaste excesivo.,INSP,TEC-MEC,DET,1.0,1,1000.0,H,2021-04-01,1.0,1000H
3438,5121-XM-521|01-01-06,Lubricar el interior del buje de presion.,LUBR,TEC-MEC,DET,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3439,5121-XM-521|01-01-07,Limpieza de los hilos del buje de presion y cambio de O´ring.,PREV,TEC-MEC,DET,2.0,2,1000.0,H,2021-04-01,4.0,1000H
3440,5121-XM-521|01-01-08,Inspección y cambio de juntas tóricas.,PREV,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
3441,5562-TK-501|01-01-01,"Inspeccionar estado de pintura anticorrosiva, detectar presencia de óxidos en las paredes superficiales, verificar estado de ductos de succión y descarga, detectart fugas.",INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3442,5562-TK-501|01-01-02,Limpiar superficialmente el tanque.,PREV,TEC-MEC,MAR,2.0,2,4000.0,H,2021-04-01,4.0,4000H
3443,5562-TK-501|01-01-03,Limpiar interior del tanque.,PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3444,5562-TK-501|01-01-05,Pintar tanque con pintura epóxica anticorrosiva o similar de acuerdo al fluido contenido en su interior.,PREV,TEC-MEC,DET,10.0,3,8000.0,H,2021-04-01,30.0,8000H
3445,5111-TK-510|01-01-01,Inspección de estado superficial de tanque.,INSP,TEC-MEC,MAR,0.5,1,660.0,H,2021-04-01,0.5,660H
3446,5111-TK-510|01-01-02,Limpieza superficial del tanque.,PREV,TEC-MEC,MAR,1.0,2,4000.0,H,2021-04-01,2.0,4000H
3447,5111-TK-510|01-01-03,Limpieza interior del tanque.,PREV,TEC-MEC,DET,2.0,2,8000.0,H,2021-04-01,4.0,8000H
3448,5111-TK-510|01-01-04,"Inspección mayor de tanque, medición de espesores, ducto de succión y ducto de descarga. Realizar prueba de estanqueidad si el tanque es cerrado",PREV,TEC-MEC,DET,3.0,2,8000.0,H,2021-04-01,6.0,8000H
3449,5111-TK-510|01-01-05,Pintar tanque con pintura epóxica anticorrosiva o similar de acuerdo al fluido contenido en su interior.,PREV,TEC-MEC,DET,6.0,3,8000.0,H,2021-04-01,18.0,8000H
3450,2243-FC-211|01-02-03,Visualmente observar los puntos de lubricación y tapas del reductor que estén en buenas condiciones.,INSP,TEC-MEC,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
3451,2243-FC-211|01-02-04,"Retirar el tapón de la grasera del rodamiento a engrasar, identificar fugas de grasa, limpiar la grasera con un trapo, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente el tapón y ajustarlo debidamente, verificar que no existen fugas.",LUBR,TEC-MEC,DET,3.0,2,660.0,H,2021-04-01,6.0,660H
3452,2243-FC-211|01-03-01,"Verificar estado de correas, realizar el ajuste de las bases del motor y verificar nivel de tensado, alinear de ser necesario.",INSP,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
3453,2243-FC-211|02-01-01,"Abrir un espacio en el piso puente de la celda, instalar escalera, desde el interior colocar maniobra de izaje en el rotor, soltar pernos de fijación con el eje, levantar y retirar rotor, instalar nuevo rotor con el eje, retirar escalera, colocar el piso nuevamente en la celda.",PREV,TEC-MEC,DET,8.0,4,8000.0,H,2021-04-01,32.0,8000H
3454,2243-FC-211|02-01-02,"Ubicarse en el accionamiento de la celda, retirar pernos de la guarda de protección, manualmente levantarla y colocarla fuera de la celda, soltar los pernos prisioneros de la polea, girar los pernos botadores para expulsar la polea conducida, colocar maniobra de izaje y retirar polea, soltar la brida de unión con el eje, colocar maniobra de izaje en la botella, levantar y retirar, traer nueva botella y ajustar con la brida del eje, colocar polea conducida, colocar correas y verificar el tensado, colocar guarda de seguridad.",PREV,TEC-MEC,DET,9.0,4,8000.0,H,2021-04-01,36.0,8000H
3455,2243-FC-211|02-01-03,"Abrir un espacio en el piso puente de la celda, instalar escalera, desde el interior soltar los penos del estator, colocar maniobra en las partes de estator y retirarlas, instalar estator nuevo, verificar ajuste de los pernos, retirar escalera, colocar piso de la celda.",PREV,TEC-MEC,DET,8.0,4,8000.0,H,2021-04-01,32.0,8000H
3456,2243-FC-211|02-01-04,"Retirar parte del piso del puente de la celda, colocar una escalera para acceder hasta el piso de la celda, soltar los pernos de los cuatro componente del estator que lo sujetan al piso, colocar maniobra de izaje a través de espacio en el puente de la celda, soltar los siete postes o base del estator al piso falso de la celda, colocar maniobra de izaje en cada poste y llevarlo fuera de la celda a través de la abertura del puente, traer nuevos postes al interior de la celda, colocarlos en su posición de montaje, colocar pernos y ajustarlos al torque requerido, colocar nuevamente las cuatro partes del estator y ajustarlas al torque requerido, sacar escalera y colocar piso al puente de la celda.",PREV,TEC-MEC,DET,9.0,4,8000.0,H,2021-04-01,36.0,8000H
3457,2243-FC-211|02-02-01,Visualmente constatar el dial del FRL que se encuentre en la presión indicada para el funcionamiento del cilindro de doble efecto.,INSP,TEC-MEC,DET,0.5,2,330.0,H,2021-04-01,1.0,330H
3458,2243-FC-211|02-02-02,"Observar cualquier grieta o fisura en la manguera, así como cualquier ruido que indique una perdida de presión.",INSP,TEC-MEC,MAR,0.5,2,330.0,H,2021-04-01,1.0,330H
3459,2243-FC-211|02-02-05,"Ubicarse en las piezas corredizas ubicadas en la parte superior e inferior de la válvula, con un llave constatar que los cuatro pernos que la forman este bien ajustados.",INSP,TEC-MEC,DET,2.0,2,330.0,H,2021-04-01,4.0,330H
3460,2243-FC-211|02-02-06,Cambiarla de ser necesario,INSP,TEC-MEC,MAR,2.0,1,330.0,H,2021-04-01,2.0,330H
3461,2243-FC-211|02-02-08,"Limpiar las cabezas hexagonales de los pernos, con torquímetro constatar el ajuste determinado por el fabricante.",INSP,TEC-MEC,DET,2.0,1,660.0,H,2021-04-01,2.0,660H
3462,2243-FC-211|02-02-09,"Verificar que la válvula este bloqueada, el dispositivo de seguridad trabando el recorrido del cilindro neumático. Abrir un espacio en el puente retirando el piso, bajar una escalera al fondo de la celda, soltar los pernos de fijación del asiento a al estructura de la celda, retirar el asiento, por medio de eslingas y grilletes sacarlo de la celda por el espacio del puente, traer nuevo asiento y posicionarlo, colocar pernos en todo su perímetro, verificar el ajuste correcto con un torquímetro a 40 Nm, proteger los pernos con wear resistant compound, retirar escalera, retirar dispositivo de seguridad y colocar el piso al puente de la celda.",PREV,TEC-MEC,DET,8.0,4,8000.0,H,2021-04-01,32.0,8000H
3463,2243-FC-211|02-02-10,"Verificar que la válvula este bloqueada, el dispositivo de seguridad trabando el recorrido del cilindro neumático. Abrir un espacio en el puente retirando el piso, bajar una escalera al fondo de la celda, soltar los pernos que sujetan el eje con el dardo, retirar el dardo y sujetarlo con una eslinga, con la grúa retirar el componente y traer el nuevo al interior de la celda, posicionar el dardo nuevo y colocar todos sus pernos a un torque de 225 Nm, retirar escalera, retirar dispositivo de seguridad y colocar el piso al puente de la celda.",PREV,TEC-MEC,DET,8.0,4,8000.0,H,2021-04-01,32.0,8000H
3464,2243-FC-211|02-02-11,"Retirar elementos de control neumático como el FRL y sensores (personal instr.), soltar los pernos de la base del cilindro, realizar maniobra de izaje en el cilindro, retirar pin y anillos de sujeción de la junta fork, retirar con el puente grúa y traer el nuevo cilindro, posicionar en la parte superior de la guarda, colocar los pernos de fijación entre ambos elementos, verificar el torque de los pernos, colocar elementos de control neumático.",PREV,TEC-MEC,DET,8.0,4,8000.0,H,2021-04-01,32.0,8000H
3465,2243-FC-211|02-02-12,"Verificar que el cilindro neumático este retirado, abrir parte lateral de la guarda, soltar pieza corrediza en la base de la guarda de la válvula, ubicarse en el fondo de la celda, soltar pieza corrediza del fondo, soltar y retirar pernos de fijación con el dardo, colocar grillete y eslinga en la junta fork en la parte superior del eje, retirar por medio de puente grúa así como traer el nuevo eje, posicionarlo sobre el dardo en el donde de la celda, colocar pernos de fijación, colocar piezas corredizas tanto en la parte superior e inferior del eje, posicionar cilindro en su posición de montaje, colocar junta fork con el eje del cilindro mediante el pin y anillos de sujeción, tapar guarda de válvula dardo.",PREV,TEC-MEC,DET,8.0,4,8000.0,H,2021-04-01,32.0,8000H
3466,2243-FC-211|02-03-01,"Realizar la inspección superficial del tanque, verificar zonas afectadas, rajaduras, y/o desgaste de revestimientos del tanque, verificar estado de válvulas en la línea de descarga del tanque. Verificar estado de vasos comunicantes entre celdas según corresponda.",INSP,TEC-MEC,DET,2.0,2,2000.0,H,2021-04-01,4.0,2000H
3467,2243-FC-211|02-03-02,"Realizar la revisión de desgaste de los revestimientos del tanque, del piso, identificar daños en el tanque y programar actividades de reparación según corresponda.",PREV,TEC-MEC,DET,4.0,2,8000.0,H,2021-04-01,8.0,8000H
3468,2242-FC-201|01-02-03,"Acercase a la mirilla de nivel en la carcasa del reductor, visualmente constatar que se encuentra en el nivel indicado.",INSP,TEC-MEC,MAR,0.5,1,330.0,H,2021-04-01,0.5,330H
3469,2242-FC-201|01-02-04,"Verificar la presión de aceite. Acercase al dial de indicador de presión en la carcasa del reductor, constatar que este estable y en el limite indicado.",INSP,TEC-MEC,MAR,0.5,1,330.0,H,2021-04-01,0.5,330H
3470,2242-FC-201|01-02-05,"Verificar las tuercas y pernos del reductor al piso de la celda: Limpiar las cabezas hexagonales de los pernos, con torquímetro para cabeza M24 constatar el ajuste en 725 Nm en la base.",INSP,TEC-MEC,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
3471,2242-FC-201|01-02-06,Manualmente constatar que el respirador este totalmente roscado en la carcasa del reductor.,INSP,TEC-MEC,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
3472,2242-FC-201|01-02-07,Visualmente observar los puntos de lubricación y tapas del reductor que estén en buenas condiciones.,INSP,TEC-MEC,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
3473,2242-FC-201|01-02-08,Verificar fugas de aceite en conectores y accesorios hidráulicos del sistema del reductor,INSP,TEC-MEC,MAR,0.5,1,330.0,H,2021-04-01,0.5,330H
3474,2242-FC-201|01-02-09,Constatar con una llave que los pernos del ventilador estén ajustados y limpiarlos.,INSP,TEC-MEC,MAR,1.0,1,330.0,H,2021-04-01,1.0,330H
3475,2242-FC-201|01-02-10,"Retirar el tapón de la grasera del rodamiento a engrasar, identificar fugas de grasa, limpiar la grasera con un trapo, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente el tapón y ajustarlo debidamente, verificar que no existen fugas. Emplear grasa Mobil Mobilux EP2, 0.8kg.",LUBR,TEC-MEC,DET,3.0,2,660.0,H,2021-04-01,6.0,660H
3476,2242-FC-201|01-02-11,"Retirar el tapón de la grasera del rodamiento a engrasar, identificar fugas de grasa, limpiar la grasera con un trapo, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente el tapón y ajustarlo debidamente, verificar que no existen fugas.",LUBR,TEC-MEC,DET,3.0,2,2000.0,H,2021-04-01,6.0,2000H
3477,2242-FC-201|01-02-14,"Limpiar pernos de la carcasa del filtro, retirar tapa de carcasa con juego de llaves, desenroscar filtro de aceite, enroscar nuevo filtro, cerrar carcasa del filtro.",PREV,TEC-MEC,DET,2.0,1,2000.0,H,2021-04-01,2.0,2000H
3478,2242-FC-201|01-02-15,"Colocar contenedores de aceite debajo del punto de drenaje del reductor, abrir punto de drenaje y esperar que salga todo el aceite contenido, cerrar válvula de drenaje, desde la parte superior del reductor abrir el punto de lubricación y llenar de aceite de acuerdo al tipo y volumen especificado por el fabricante. Emplear aceite Mobilgear 600 XP 220 con una frecuencia semestral y una cantidad de 80 litros.",PREV,TEC-MEC,DET,4.0,2,4000.0,H,2021-04-01,8.0,4000H
3479,2242-FC-201|02-01-01,"Limpiar las cabezas hexagonales de los pernos, con torquímetro para cabeza M16 constatar el ajuste en 210 Nm en la base.",INSP,TEC-MEC,MAR,2.0,1,660.0,H,2021-04-01,2.0,660H
3480,2242-FC-201|02-01-02,"Limpiar las cabezas hexagonales de los pernos, con torquímetro para cabeza M24 constatar el ajuste en 725 Nm en la base.",INSP,TEC-MEC,MAR,2.0,1,660.0,H,2021-04-01,2.0,660H
3481,2242-FC-201|02-01-03,"Verificar desgaste del rotor y estator, verificar estado de pernos de anclaje, realizar el cambio y/o ajuste de ser necesario.",INSP,TEC-MEC,DET,8.0,3,2000.0,H,2021-04-01,24.0,2000H
3482,2242-FC-201|02-01-04,"Retirar los pernos del standpipe con pistola, realizar maniobra de izaje en la orejas de izaje del standpipe con eslingas y grilletes, levantar el conjunto de agitación junto con el motor y reductor, llevar el conjunto hasta estructura de mantenimiento donde reposara, con montacarga sujetar el peso del rotor, retirar los pernos de sujeción entre el eje y el rotor, ajustarlos con torquímetro hasta los 320 Nm, retirar el rotor con el montacaga hasta patio de componentes, llevar el nuevo rotor y posicionarlo correctamente en el eje, colocar pernos entre el eje y el rotor, llevar el conjunto hasta la celda y colocarlo a través del agujero del puente hasta posicionar el standpipe en la estructura del puente, colocar pernos de sujeción entre ambas estructuras, liberar maniobra de izaje.",PREV,TEC-MEC,DET,8.0,4,8000.0,H,2021-04-01,32.0,8000H
3483,2242-FC-201|02-01-05,"Retirar los pernos del standpipe con pistola, realizar maniobra de izaje en la orejas de izaje del standpipe con eslingas y grilletes, levantar el conjunto de agitación junto con el motor y reductor, llevar el conjunto hasta estructura de mantenimiento donde reposara, con montacarga sujetar el peso del rotor, retirar los pernos de sujeción entre el eje y el rotor, ubicarse en la brida superior del eje que se une al eje del reductor, soltar los pernos con pistola de impacto, bajar lentamente el eje y llevarlo a patio de componentes, traer el nuevo eje y ubicar nuevamente la brida superior con la brida del reductor, colocar pernos entre ambas bridas y ajustarlas a torque requerido, posicionar el rotor retirado correctamente en el eje, colocar pernos entre el eje y el rotor, llevar el conjunto hasta la celda y colocarlo a través del agujero del puente hasta posicionar el standpipe en la estructura del puente, colocar pernos de sujeción entre ambas estructuras, liberar maniobra de izaje.",PREV,TEC-MEC,DET,9.0,4,8000.0,H,2021-04-01,36.0,8000H
3484,2242-FC-201|02-01-06,"Retirar parte del piso del puente de la celda, colocar una escalera para acceder hasta el piso de la celda, soltar los pernos de los cuatro componente del estator que lo sujetan al piso, colocar maniobra de izaje a través de espacio en el puente de la celda, sujetar una por una cada parte del estator y sacarla fuera de la celda, limpiar base de montaje del estator, llevar las partes nuevas del estator dentro de la celda, colocar cada una en su posición junto con sus pernos, ajustar los pernos a torque requerido, retirar escalera y colocar piso nuevamente en el puente de la celda.",PREV,TEC-MEC,DET,8.0,4,8000.0,H,2021-04-01,32.0,8000H
3485,2242-FC-201|02-01-07,"Retirar parte del piso del puente de la celda, colocar una escalera para acceder hasta el piso de la celda, soltar los pernos de los cuatro componente del estator que lo sujetan al piso, colocar maniobra de izaje a través de espacio en el puente de la celda, soltar los siete postes o base del estator al piso falso de la celda, colocar maniobra de izaje en cada poste y llevarlo fuera de la celda a través de la abertura del puente, traer nuevos postes al interior de la celda, colocarlos en su posición de montaje, colocar pernos y ajustarlos al torque requerido, colocar nuevamente las cuatro partes del estator y ajustarlas al torque requerido, sacar escalera y colocar piso al puente de la celda.",PREV,TEC-MEC,DET,9.0,4,8000.0,H,2021-04-01,36.0,8000H
