PE,1_WBS,2_WBS,3_WBS,4_WBS,WBS,Level,All,Lvl 1,Lvl 1 ENG,Lvl 1 ESP,Lvl 2,Lvl 2 ENG,Lvl 2 ESP,Lvl 3,Lvl 3 ENG,Lvl 3 ESP,Lvl 4,Lvl 1 ENG,Lvl 1 ESP
4392,4,3,9,2,4392,4,Internal Communications and Radio / Comunicaciones y Radio Internas,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","COMMUNICATIONS, IT AND COMPUTING","COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN",Internal Communications and Radio / Comunicaciones y Radio Internas,Internal Communications and Radio,Comunicaciones y Radio Internas
4393,4,3,9,3,4393,4,LAN and WAN Systems / Sistemas LAN y WAN,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","COMMUNICATIONS, IT AND COMPUTING","COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN",LAN and WAN Systems / Sistemas LAN y WAN,LAN and WAN Systems,Sistemas LAN y WAN
4394,4,3,9,4,4394,4,Hardware / Hardware,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","COMMUNICATIONS, IT AND COMPUTING","COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN",Hardware / Hardware,Hardware,Hardware
4395,4,3,9,5,4395,4,Software / Software,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","COMMUNICATIONS, IT AND COMPUTING","COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN",Software / Software,Software,Software
4396,4,3,9,6,4396,4,Installation and Support / Instalación y Soporte,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","COMMUNICATIONS, IT AND COMPUTING","COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN",Installation and Support / Instalación y Soporte,Installation and Support,Instalación y Soporte
4399,4,3,9,9,4399,4,"Coms. IT & Computing General / Comunicaciones, Tecnología Informática y Computación - General",ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES EN SITIO,ON-SITE GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES EN SITIO,"COMMUNICATIONS, IT AND COMPUTING / COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","COMMUNICATIONS, IT AND COMPUTING","COMUNICACIONES, TECNOLOGÍA INFORMÁTICA Y COMPUTACIÓN","Coms. IT & Computing General / Comunicaciones, Tecnología Informática y Computación - General",Coms. IT & Computing General,"Comunicaciones, Tecnología Informática y Computación - General"
44,4,4,0,0,4400,2,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,,,,,,
441,4,4,1,0,4410,3,BUILDINGS / EDIFICIOS,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,,,
4411,4,4,1,1,4411,4,Site Gatehouse / Caseta del Sitio,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Site Gatehouse / Caseta del Sitio,Site Gatehouse,Caseta del Sitio
4412,4,4,1,2,4412,4,Site First Aid and Emergency Response / Primeros Auxilios y Respuesta de Emergencia del Sitio,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Site First Aid and Emergency Response / Primeros Auxilios y Respuesta de Emergencia del Sitio,Site First Aid and Emergency Response,Primeros Auxilios y Respuesta de Emergencia del Sitio
4413,4,4,1,3,4413,4,Site Administration / Administración del Sitio,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Site Administration / Administración del Sitio,Site Administration,Administración del Sitio
4414,4,4,1,4,4414,4,Site Main Change House and Toilets / Vestidor y SS.HH. Principales del Sitio,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Site Main Change House and Toilets / Vestidor y SS.HH. Principales del Sitio,Site Main Change House and Toilets,Vestidor y SS.HH. Principales del Sitio
4415,4,4,1,5,4415,4,Site Laboratory / Laboratorio del Sitio,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Site Laboratory / Laboratorio del Sitio,Site Laboratory,Laboratorio del Sitio
4416,4,4,1,6,4416,4,Lunch and Dining Room / Área de Comedor,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Lunch and Dining Room / Área de Comedor,Lunch and Dining Room,Área de Comedor
4417,4,4,1,7,4417,4,Site Main Workshop / Taller Principal del Sitio,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Site Main Workshop / Taller Principal del Sitio,Site Main Workshop,Taller Principal del Sitio
4418,4,4,1,8,4418,4,Site Main Warehouse / Almacén Principal del Sitio,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Site Main Warehouse / Almacén Principal del Sitio,Site Main Warehouse,Almacén Principal del Sitio
4419,4,4,1,9,4419,4,Buildings General / Edificios - General,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,BUILDINGS / EDIFICIOS,BUILDINGS,EDIFICIOS,Buildings General / Edificios - General,Buildings General,Edificios - General
443,4,4,3,0,4430,3,WEIGHBRIDGE / PUENTE BÁSCULA,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,WEIGHBRIDGE / PUENTE BÁSCULA,WEIGHBRIDGE,PUENTE BÁSCULA,,,
4431,4,4,3,1,4431,4,Weighbridge / Puente Báscula,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,WEIGHBRIDGE / PUENTE BÁSCULA,WEIGHBRIDGE,PUENTE BÁSCULA,Weighbridge / Puente Báscula,Weighbridge,Puente Báscula
4439,4,4,3,9,4439,4,Weighbridge General / Puente Báscula - General,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,WEIGHBRIDGE / PUENTE BÁSCULA,WEIGHBRIDGE,PUENTE BÁSCULA,Weighbridge General / Puente Báscula - General,Weighbridge General,Puente Báscula - General
445,4,4,5,0,4450,3,SITE FENCING / CERCO PERIMETRAL DEL SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,SITE FENCING / CERCO PERIMETRAL DEL SITIO,SITE FENCING,CERCO PERIMETRAL DEL SITIO,,,
4451,4,4,5,1,4451,4,Site Fencing / Cerco Perimetral del Sitio,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE GENERAL FACILITIES / INSTALACIONES GENERALES EN SITIO,ON-SITE GENERAL FACILITIES,INSTALACIONES GENERALES EN SITIO,SITE FENCING / CERCO PERIMETRAL DEL SITIO,SITE FENCING,CERCO PERIMETRAL DEL SITIO,Site Fencing / Cerco Perimetral del Sitio,Site Fencing,Cerco Perimetral del Sitio
45,4,5,0,0,4500,2,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,,,,,,
451,4,5,1,0,4510,3,"EARTHWORKS, CIVILS AND DRAINAGE / MOVIMIENTO DE TIERRAS, TRABAJOS CIVILES Y DRENAJE",ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,"EARTHWORKS, CIVILS AND DRAINAGE / MOVIMIENTO DE TIERRAS, TRABAJOS CIVILES Y DRENAJE","EARTHWORKS, CIVILS AND DRAINAGE","MOVIMIENTO DE TIERRAS, TRABAJOS CIVILES Y DRENAJE",,,
4511,4,5,1,1,4511,4,"Earthworks, Civil and Drainage / Movimiento de Tierras, Trabajos Civiles y Drenaje",ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,"EARTHWORKS, CIVILS AND DRAINAGE / MOVIMIENTO DE TIERRAS, TRABAJOS CIVILES Y DRENAJE","EARTHWORKS, CIVILS AND DRAINAGE","MOVIMIENTO DE TIERRAS, TRABAJOS CIVILES Y DRENAJE","Earthworks, Civil and Drainage / Movimiento de Tierras, Trabajos Civiles y Drenaje","Earthworks, Civil and Drainage","Movimiento de Tierras, Trabajos Civiles y Drenaje"
452,4,5,2,0,4520,3,ACCOMMODATION / ALOJAMIENTO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,ACCOMMODATION / ALOJAMIENTO,ACCOMMODATION,ALOJAMIENTO,,,
4521,4,5,2,1,4521,4,Permanent Camp (Operations/Admin) / Campamento Permanente (Operaciones/Admin),ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,ACCOMMODATION / ALOJAMIENTO,ACCOMMODATION,ALOJAMIENTO,Permanent Camp (Operations/Admin) / Campamento Permanente (Operaciones/Admin),Permanent Camp (Operations/Admin) ,Campamento Permanente (Operaciones/Admin)
453,4,5,3,0,4530,3,AMENITIES / INSTALACIONES,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,AMENITIES / INSTALACIONES,AMENITIES,INSTALACIONES,,,
4531,4,5,3,1,4531,4,Amenities / Instalaciones,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,AMENITIES / INSTALACIONES,AMENITIES,INSTALACIONES,Amenities / Instalaciones,Amenities,Instalaciones
4532,4,5,3,2,4532,4,Potable Water / Agua Potable,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,AMENITIES / INSTALACIONES,AMENITIES,INSTALACIONES,Potable Water / Agua Potable,Potable Water,Agua Potable
4533,4,5,3,3,4533,4,Raw Water / Agua Cruda,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,AMENITIES / INSTALACIONES,AMENITIES,INSTALACIONES,Raw Water / Agua Cruda,Raw Water,Agua Cruda
4539,4,5,3,9,4539,4,Amenities General / Instalaciones - General,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,AMENITIES / INSTALACIONES,AMENITIES,INSTALACIONES,Amenities General / Instalaciones - General,Amenities General,Instalaciones - General
454,4,5,4,0,4540,3,ELECTRICAL WORKS / TRABAJOS ELÉCTRICOS,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,ELECTRICAL WORKS / TRABAJOS ELÉCTRICOS,ELECTRICAL WORKS,TRABAJOS ELÉCTRICOS,,,
4541,4,5,4,1,4541,4,Electrical Works / Trabajos Eléctricos,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,ELECTRICAL WORKS / TRABAJOS ELÉCTRICOS,ELECTRICAL WORKS,TRABAJOS ELÉCTRICOS,Electrical Works / Trabajos Eléctricos,Electrical Works,Trabajos Eléctricos
455,4,5,5,0,4550,3,EARTHING AND LIGHTNING PROTECTION / ATERRAMIENTO Y PROTECCIÓN CONTRA DESCARGAS ATMOSFÉRICAS,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,EARTHING AND LIGHTNING PROTECTION / ATERRAMIENTO Y PROTECCIÓN CONTRA DESCARGAS ATMOSFÉRICAS,EARTHING AND LIGHTNING PROTECTION,ATERRAMIENTO Y PROTECCIÓN CONTRA DESCARGAS ATMOSFÉRICAS,,,
4551,4,5,5,1,4551,4,Earthing and Lightning Protection / Aterramiento y Protección Contra Descargas Atmosféricas,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURAS E INSTALACIONES EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP / CAMPAMENTO PERMANENTE EN SITIO,ON-SITE PERMANENT ACCOMODATION CAMP,CAMPAMENTO PERMANENTE EN SITIO,EARTHING AND LIGHTNING PROTECTION / ATERRAMIENTO Y PROTECCIÓN CONTRA DESCARGAS ATMOSFÉRICAS,EARTHING AND LIGHTNING PROTECTION,ATERRAMIENTO Y PROTECCIÓN CONTRA DESCARGAS ATMOSFÉRICAS,Earthing and Lightning Protection / Aterramiento y Protección Contra Descargas Atmosféricas,Earthing and Lightning Protection,Aterramiento y Protección Contra Descargas Atmosféricas
