key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo
3112-CV-302|01-10-05,"Limpieza caja de conexiones, ajuste puesta a tierra, limpieza ventilador.",PREV,TEC-ELE,DET,1,2,8000,H
3112-CV-302|01-10-06,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Intervalo de lubricación 20000 h, cantidad de grasa X gramos. Emplear grasa Mobil Polirex EM.",LUBR,TEC-ELE,DET,0.5,2,20000,H
3112-CV-302|02-01-01,"Verificar desgaste, desprendimiento y/o rotura de la banda. Verificar el tensado y/o soltura de la banda. Verificar que la banda trabaje alineada.",INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|02-01-02,"Verificar el desgaste de la banda. Cortar y retirar la banda. Montar la nueva banda, de ser necesario retirar polines donde se empalmará la banda. Pasar la banda y enfrentar las puntas, realizar el escalonado en ambas puntas. Lijar y aplicar el pegamento vulcanizante. Instalar el equipo para vulcanizar a la presión y temperatura adecuada. Dejar enfriar la banda e instalar los polines retirados. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,72,6,16000,H
3112-CV-302|02-02-01,"Verificar la temperatura de las chumaceras con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales, de encontrar un comportamiento inusual, medir con el vibrómetro en los puntos de las chumaceras con rangos entre XX mm/s2 y XX mm/s2. Verificar fuga de grasa por empaques y/o sello radiales, de ser necesario lubricar con grasa NLGI 2 EP. Verificar desgaste, desprendimiento y/o rotura del revestimiento. Verificar solturas y/o desajuste en los elementos de unión.",INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|02-02-02,"Verificar desgaste, desprendimiento y/o rotura del revestimiento. Tomar medidas del espesor del revestimiento",INSP,TEC-MEC,DET,0.25,2,2000,H
3112-CV-302|02-02-03,Verificar el destemplado de la banda. Desajustar pernos del rodamientos e izar la polea con el equipo adecuado. Desmontar los rodamientos con herramientas adecuadas. Montar y ajustar los nuevos rodamientos con el torque adecuado. Verificar el correcto tensando y el alineamiento de la banda.,COND,TEC-MEC,DET,8,4,, 
3112-CV-302|02-02-04,Verificar el destemplado de la banda. Desajustar pernos del rodamientos e izar la polea con el equipo adecuado. Desmontar los rodamientos con herramientas adecuadas. Cambiar la nueva polea y montar los rodamientos. Verificar el correcto tensando y el alineamiento de la banda.,PREV,TEC-MEC,DET,8,4,8000,H
3112-CV-302|02-02-05,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 15000 Gr. Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y/o automática y suministrar XX Gr. (Grasa NGLI 2 EP)",LUBR,TEC-MEC,MAR,0.25,2,1500,H
3112-CV-302|02-02-06,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-302|02-02-07,Tomar parámetros de temperatura con la cámara termográfica en el punto 1 con rangos de XX°C y XX°C. Tomar parámetros de temperatura con la cámara termográfica en el punto 2 con rangos de XX°C y XX°C.,PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-302|02-03-01,"Verificar la temperatura de las chumaceras con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales, de encontrar un comportamiento inusual, medir con el vibrómetro en los puntos de las chumaceras con rangos entre XX mm/s2 y XX mm/s2. Verificar fuga de grasa por empaques y/o sello radiales, de ser necesario lubricar con grasa NLGI 2 EP. Verificar desgaste, desprendimiento y/o rotura del revestimiento. Verificar solturas y/o desajuste en los elementos de unión.",INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|02-03-02,"Verificar desgaste, desprendimiento y/o rotura del revestimiento.
Tomar medidas del espesor del revestimiento",INSP,TEC-MEC,DET,0.25,2,2000,H
3112-CV-302|02-03-03,Verificar el destemplado de la banda. Desajustar pernos del rodamientos e izar la polea con el equipo adecuado. Desmontar los rodamientos con herramientas adecuadas. Montar y ajustar los nuevos rodamientos con el torque adecuado. Verificar el correcto tensando y el alineamiento de la banda.,COND,TEC-MEC,DET,8,4,, 
3112-CV-302|02-03-04,Verificar el destemplado de la banda. Desajustar pernos del rodamientos e izar la polea con el equipo adecuado. Desmontar los rodamientos con herramientas adecuadas. Cambiar la nueva polea y montar los rodamientos. Verificar el correcto tensando y el alineamiento de la banda.,PREV,TEC-MEC,DET,8,4,8000,H
3112-CV-302|02-03-05,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 6000 Gr. Posteriormente para otras frecuencias de lubricaciones, utilizar la bomba de grasa y suministrar XX Gr. (Grasa NGLI 2 EP)",LUBR,TEC-MEC,MAR,0.25,2,1500,H
3112-CV-302|02-03-06,"Monitorear el nivel de vibración de los rodamientos del reductor realizando medidas de aceleración y velocidad, cada punto de medición deberá contener la posición vertical, horizontal y axial, comparar el valor medido de acuerdo a las ISO 10816 y/o el estándar de vibración del área.",PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-302|02-03-07,Tomar parámetros de temperatura con la cámara termográfica en el punto 1 con rangos de XX°C y XX°C. Tomar parámetros de temperatura con la cámara termográfica en el punto 2 con rangos de XX°C y XX°C.,PRED,TEC-PRD,MAR,0.25,1,660,H
3112-CV-302|03-01-01,Verificar la temperatura de Los rodamientos con el pirómetro con rangos entre XX°C y XX°C. Verificar ruido y/o vibración en condiciones normales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|03-01-02,"Verificar el destemplado de la banda. Utilizar el equipo adecuado y aprobado para levantar la cama de polines. Montar la nueva cama de polines, de ser necesario realizar limpieza de residuos. Alinear las ranuras de la base del polín con los agujeros del estructura del transportador. Instale los pernos y deslice ambos lados del polín hacia la polea de cabeza. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,3,3,660,H
3112-CV-302|03-02-01,Verificar la temperatura de Los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|03-02-02,"Verificar el destemplado de la banda. Utilizar el equipo adecuado y aprobado para levantar la cama de polines. Montar la nueva cama de polines, de ser necesario realizar limpieza de residuos. Alinear las ranuras de la base del polín con los agujeros del estructura del transportador. Instale los pernos y deslice ambos lados del polín hacia la polea de cabeza. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,3,3,660,H
3112-CV-302|03-03-01,Verificar la temperatura de Los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|03-03-02,"Verificar el destemplado de la banda. Utilizar el equipo adecuado y aprobado para levantar la cama de polines. Montar la nueva cama de polines, de ser necesario realizar limpieza de residuos. Alinear las ranuras de la base del polín con los agujeros del estructura del transportador. Instale los pernos y deslice ambos lados del polín hacia la polea de cabeza. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,3,3,660,H
3112-CV-302|03-04-01,Verificar la temperatura de Los rodamientos con el pirómetro con rangos entre 60 °C y 90 °C. Verificar ruido y/o vibración en condiciones normales. Verificar solturas y/o desajuste en los elementos de unión.,INSP,TEC-MEC,MAR,0.25,1,165,H
3112-CV-302|03-04-02,"Verificar el destemplado de la banda. Utilizar el equipo adecuado y aprobado para levantar la cama de polines. Montar la nueva cama de polines, de ser necesario realizar limpieza de residuos. Alinear las ranuras de la base del polín con los agujeros del estructura del transportador. Instale los pernos y deslice ambos lados del polín hacia la polea de cabeza. Verificar el correcto tensando y el alineamiento de la banda.",PREV,TEC-MEC,DET,3,3,660,H
3112-CV-302|04-01-01,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: HS-30204A, HS-30204B, HS-30206A, HS-30206B, S-30207A, HS-30207B, HS-30209A, HS-30209B, HS-30210A, HS-30210B, HS-30212A, HS-30212B, HS-30217A, HS-30217B, HS-30218A, HS-30218B, HS-30219A, HS-30219B, HS-30220A, HS-30220B, HS-30221A, HS-30221B, HS-30222A, HS-30222B, HS-30223A, HS-30223B, HS-30224A, HS-30224B, HS-30225A, HS-30225B, HS-30226A, HS-30226B, HS-30227A, HS-30227B, HS-30228A, HS-30228B, HS-30229A, HS-30229B, HS-30230A, HS-30230B.",INSP,TEC-INS,MAR,1.5,2,1,M
3112-CV-302|04-01-02,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: TT-38051, TT-38052, TT-38059, TT-38060, TT-38061, TT-38062, TT-38063, TT-38064, TT-38068, TT-38069, TT-38070, TT-38072, TT-38096, TT-38097, TT-38098, TT-38102, TT-38103, TT-38104.",INSP,TEC-INS,MAR,1,2,1,M
3112-CV-302|04-01-03,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: ZS-30203, ZS-30205A, ZS-30205B, ZS-30208A, ZS-30208B, ZS-30211A, ZS-30211B, ZS-30215A, ZS-30215B, ZS-30216, ZSH-30202, ZSL-30201.",INSP,TEC-INS,MAR,0.5,2,1,M
3112-CV-302|04-01-04,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: SSL-30200.",INSP,TEC-INS,MAR,0.25,2,1,M
3112-CV-302|04-01-05,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: PDS-38083, PS-38085, PS-38087.",INSP,TEC-INS,MAR,0.25,2,1,M
3112-CV-302|04-01-06,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños: FS-38089, LSL-38077, TS-38091, UE-30214A, UE-30214B, VT-38073, VT-38074, VT-38075, VT-38076, YY-38080, YY-38082, XV-30004.",INSP,TEC-INS,MAR,0.5,2,1,M
3112-CV-302|04-01-07,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: HS-30204A, HS-30204B, HS-30206A, HS-30206B, S-30207A, HS-30207B, HS-30209A, HS-30209B, HS-30210A, HS-30210B, HS-30212A, HS-30212B, HS-30217A, HS-30217B, HS-30218A, HS-30218B, HS-30219A, HS-30219B, HS-30220A, HS-30220B, HS-30221A, HS-30221B, HS-30222A, HS-30222B, HS-30223A, HS-30223B, HS-30224A, HS-30224B, HS-30225A, HS-30225B, HS-30226A, HS-30226B, HS-30227A, HS-30227B, HS-30228A, HS-30228B, HS-30229A, HS-30229B, HS-30230A, HS-30230B.",PREV,TEC-INS,DET,2,2,4000,H
3112-CV-302|04-01-08,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: TT-38051, TT-38052, TT-38059, TT-38060, TT-38061, TT-38062, TT-38063, TT-38064, TT-38068, TT-38069, TT-38070, TT-38072, TT-38096, TT-38097, TT-38098, TT-38102, TT-38103, TT-38104.",PREV,TEC-INS,DET,1.5,2,4000,H
3112-CV-302|04-01-09,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: ZS-30203, ZS-30205A, ZS-30205B, ZS-30208A, ZS-30208B, ZS-30211A, ZS-30211B, ZS-30215A, ZS-30215B, ZS-30216, ZSH-30202, ZSL-30201.",PREV,TEC-INS,DET,1,2,4000,H
3112-CV-302|04-01-10,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: SSL-30200.",PREV,TEC-INS,DET,0.5,2,4000,H
3112-CV-302|04-01-11,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: PDS-38083, PS-38085, PS-38087.",PREV,TEC-INS,DET,0.5,2,4000,H
3112-CV-302|04-01-12,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones y limpiar con limpia contactos, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: FS-38089, LSL-38077, TS-38091, UE-30214A, UE-30214B, VT-38073, VT-38074, VT-38075, VT-38076, YY-38080, YY-38082, XV-30004.",PREV,TEC-INS,DET,1.5,2,4000,H
3112-CV-302|04-01-13,"Retirar la tapa de conexiones, realizar el cambio de instrumentos de acuerdo a condición, realizar el ajuste de conexiones del instrumento reemplazado, inspeccionar cables y terminales, realizar pruebas de continuidad en los interruptores: FS-38089, HS-30204A, HS-30204B, HS-30206A, HS-30206B, S-30207A, HS-30207B, HS-30209A, HS-30209B, HS-30210A, HS-30210B, HS-30212A, HS-30212B, HS-30217A, HS-30217B, HS-30218A, HS-30218B, HS-30219A, HS-30219B, HS-30220A, HS-30220B, HS-30221A, HS-30221B, HS-30222A, HS-30222B, HS-30223A, HS-30223B, HS-30224A, HS-30224B, HS-30225A, HS-30225B, HS-30226A, HS-30226B, HS-30227A, HS-30227B, HS-30228A, HS-30228B, HS-30229A, HS-30229B, HS-30230A, HS-30230B, LSL-38077, PDS-38083, PS-38085, PS-38087, SSL-30200, TS-38091, TT-38051, TT-38052, TT-38059, TT-38060, TT-38061, TT-38062, TT-38063, TT-38064, TT-38068, TT-38069, TT-38070, TT-38072, TT-38096, TT-38097, TT-38098, TT-38102, TT-38103, TT-38104, UE-30214A, UE-30214B, VT-38073, VT-38074, VT-38075, VT-38076, YY-38080, YY-38082, ZS-30203, ZS-30205A, ZS-30205B, ZS-30208A, ZS-30208B, ZS-30211A, ZS-30211B, ZS-30215A, ZS-30215B, ZS-30216, ZSH-30202, ZSL-30201, XV-30004.",COND,TEC-INS,DET,4,2,, 
